Fetching Dependent Repos
com.alipay.sofa:hessian - https://github.com/alipay/sofa-hessian - 30
sofastack/sofa-bolt: {'archived': False, 'fork': False, 'html_url': 'https://github.com/sofastack/sofa-bolt', 'stargazers_count': 2356, 'forks_count': 853, 'subscribers_count': 161}
jenkinsci/postgresql-fingerprint-storage-plugin: {'archived': False, 'fork': False, 'html_url': 'https://github.com/jenkinsci/postgresql-fingerprint-storage-plugin', 'stargazers_count': 3, 'forks_count': 8, 'subscribers_count': 4}
pentaho/pentaho-chartbeans: {'archived': False, 'fork': False, 'html_url': 'https://github.com/pentaho/pentaho-chartbeans', 'stargazers_count': 2, 'forks_count': 35, 'subscribers_count': 65}
informationgrid/ingrid-codelist-service: {'archived': False, 'fork': False, 'html_url': 'https://github.com/informationgrid/ingrid-codelist-service', 'stargazers_count': 2, 'forks_count': 0, 'subscribers_count': 5}
zhangjiahui-199609/shop: {'archived': False, 'fork': False, 'html_url': 'https://github.com/zhangjiahui-199609/shop', 'stargazers_count': 2, 'forks_count': 1, 'subscribers_count': 0}
tomasferok/ProyectoLogistica: {'archived': False, 'fork': False, 'html_url': 'https://github.com/tomasferok/ProyectoLogistica', 'stargazers_count': 2, 'forks_count': 1, 'subscribers_count': 0}
TIK-NFL/opencast: {'archived': False, 'fork': True, 'html_url': 'https://github.com/TIK-NFL/opencast', 'stargazers_count': 1, 'forks_count': 0, 'subscribers_count': 2}
bhatti/DocuSearch: {'archived': False, 'fork': False, 'html_url': 'https://github.com/bhatti/DocuSearch', 'stargazers_count': 1, 'forks_count': 0, 'subscribers_count': 3}
jdeolive/geoserver-2.0.x: {'archived': False, 'fork': False, 'html_url': 'https://github.com/jdeolive/geoserver-2.0.x', 'stargazers_count': 1, 'forks_count': 1, 'subscribers_count': 1}
cwolfinger/droolsjbpm: {'archived': False, 'fork': False, 'html_url': 'https://github.com/cwolfinger/droolsjbpm', 'stargazers_count': 1, 'forks_count': 1, 'subscribers_count': 1}
rshahriar/simple-ad-validator: {'archived': False, 'fork': False, 'html_url': 'https://github.com/rshahriar/simple-ad-validator', 'stargazers_count': 1, 'forks_count': 0, 'subscribers_count': 1}
LIuxinming9/pri_a_abis_ipmi: {'archived': False, 'fork': False, 'html_url': 'https://github.com/LIuxinming9/pri_a_abis_ipmi', 'stargazers_count': 1, 'forks_count': 0, 'subscribers_count': 1}
502513206/VoteSystem_ssh: {'archived': False, 'fork': False, 'html_url': 'https://github.com/502513206/VoteSystem_ssh', 'stargazers_count': 1, 'forks_count': 0, 'subscribers_count': 2}
matijavizintin/jboss-as-7.1.4.Custom: {'archived': False, 'fork': False, 'html_url': 'https://github.com/matijavizintin/jboss-as-7.1.4.Custom', 'stargazers_count': 1, 'forks_count': 0, 'subscribers_count': 1}
sanlingdd/broadleaf: {'archived': False, 'fork': False, 'html_url': 'https://github.com/sanlingdd/broadleaf', 'stargazers_count': 1, 'forks_count': 1, 'subscribers_count': 2}
Cantara/ConfigService-Dashboard: {'archived': False, 'fork': False, 'html_url': 'https://github.com/Cantara/ConfigService-Dashboard', 'stargazers_count': 1, 'forks_count': 2, 'subscribers_count': 14}
zezulka/wildfly: {'archived': False, 'fork': False, 'html_url': 'https://github.com/zezulka/wildfly', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
kbrownnn/wildfly: {'archived': False, 'fork': True, 'html_url': 'https://github.com/kbrownnn/wildfly', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 0}
pankajanand26/opencast: {'archived': False, 'fork': True, 'html_url': 'https://github.com/pankajanand26/opencast', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 0}
mamh-java/postgresql-fingerprint-storage-plugin: {'archived': False, 'fork': True, 'html_url': 'https://github.com/mamh-java/postgresql-fingerprint-storage-plugin', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
kqixiang945/self_azkaban_api: {'archived': False, 'fork': False, 'html_url': 'https://github.com/kqixiang945/self_azkaban_api', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
baixiaozheng/voice: {'archived': False, 'fork': False, 'html_url': 'https://github.com/baixiaozheng/voice', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 0}
gaobrian/document-management-system: {'archived': False, 'fork': True, 'html_url': 'https://github.com/gaobrian/document-management-system', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
zuoyebushiwo/SparkCommerce: {'archived': False, 'fork': False, 'html_url': 'https://github.com/zuoyebushiwo/SparkCommerce', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
disvenk/BinlogAnalysis: {'archived': False, 'fork': False, 'html_url': 'https://github.com/disvenk/BinlogAnalysis', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
soni112/planting-profits-private: {'archived': False, 'fork': False, 'html_url': 'https://github.com/soni112/planting-profits-private', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
shohelasad/learn: {'archived': False, 'fork': False, 'html_url': 'https://github.com/shohelasad/learn', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
sjj107/orc: {'archived': False, 'fork': False, 'html_url': 'https://github.com/sjj107/orc', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
rupeshdb/DevGitTest: {'archived': False, 'fork': False, 'html_url': 'https://github.com/rupeshdb/DevGitTest', 'stargazers_count': 0, 'forks_count': 1, 'subscribers_count': 1}
mawright/beats-old: {'archived': False, 'fork': False, 'html_url': 'https://github.com/mawright/beats-old', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
Sabahat-Q/Merchant_Portal: {'archived': False, 'fork': False, 'html_url': 'https://github.com/Sabahat-Q/Merchant_Portal', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
MozartLino/ufc: {'archived': False, 'fork': False, 'html_url': 'https://github.com/MozartLino/ufc', 'stargazers_count': 0, 'forks_count': 1, 'subscribers_count': 1}
csvan/phatgeo: {'archived': False, 'fork': False, 'html_url': 'https://github.com/csvan/phatgeo', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
LIuxinming9/IPMI1: {'archived': False, 'fork': False, 'html_url': 'https://github.com/LIuxinming9/IPMI1', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
Pupupuuuu/saas1: {'archived': False, 'fork': False, 'html_url': 'https://github.com/Pupupuuuu/saas1', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
zhangyanze/Spring-maven: {'archived': False, 'fork': False, 'html_url': 'https://github.com/zhangyanze/Spring-maven', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
dcorbishley/synkio-vuln-test: {'archived': False, 'fork': False, 'html_url': 'https://github.com/dcorbishley/synkio-vuln-test', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}

io.quarkus:quarkus-vertx-http - https://github.com/quarkusio/quarkusorg.apache.karaf:apache-karaf - https://github.com/apache/karaf - 40
dana-i2cat/opennaas: {'archived': False, 'fork': False, 'html_url': 'https://github.com/dana-i2cat/opennaas', 'stargazers_count': 33, 'forks_count': 28, 'subscribers_count': 11}
ops4j/org.ops4j.pax.wicket: {'archived': False, 'fork': False, 'html_url': 'https://github.com/ops4j/org.ops4j.pax.wicket', 'stargazers_count': 30, 'forks_count': 27, 'subscribers_count': 56}
jboss-fuse/fuse-karaf: {'archived': False, 'fork': False, 'html_url': 'https://github.com/jboss-fuse/fuse-karaf', 'stargazers_count': 23, 'forks_count': 26, 'subscribers_count': 79}
ANierbeck/Karaf-Cassandra: {'archived': False, 'fork': False, 'html_url': 'https://github.com/ANierbeck/Karaf-Cassandra', 'stargazers_count': 18, 'forks_count': 11, 'subscribers_count': 5}
ops4j/org.ops4j.pax.transx: {'archived': False, 'fork': False, 'html_url': 'https://github.com/ops4j/org.ops4j.pax.transx', 'stargazers_count': 9, 'forks_count': 7, 'subscribers_count': 57}
szhem/camel-osgi: {'archived': False, 'fork': False, 'html_url': 'https://github.com/szhem/camel-osgi', 'stargazers_count': 9, 'forks_count': 6, 'subscribers_count': 4}
jentrata/jentrata: {'archived': False, 'fork': False, 'html_url': 'https://github.com/jentrata/jentrata', 'stargazers_count': 9, 'forks_count': 16, 'subscribers_count': 9}
jclouds/jclouds-karaf: {'archived': True, 'fork': False, 'html_url': 'https://github.com/jclouds/jclouds-karaf', 'stargazers_count': 6, 'forks_count': 26, 'subscribers_count': 11}
rmoquin/storm-osgi: {'archived': False, 'fork': False, 'html_url': 'https://github.com/rmoquin/storm-osgi', 'stargazers_count': 6, 'forks_count': 3, 'subscribers_count': 9}
apache/karaf-jclouds: {'archived': False, 'fork': False, 'html_url': 'https://github.com/apache/karaf-jclouds', 'stargazers_count': 5, 'forks_count': 7, 'subscribers_count': 16}
mproch/activitiCamelKarafSample: {'archived': False, 'fork': False, 'html_url': 'https://github.com/mproch/activitiCamelKarafSample', 'stargazers_count': 3, 'forks_count': 2, 'subscribers_count': 2}
dana-i2cat/mqnaas: {'archived': False, 'fork': False, 'html_url': 'https://github.com/dana-i2cat/mqnaas', 'stargazers_count': 3, 'forks_count': 8, 'subscribers_count': 8}
ANierbeck/Karaf-Sample: {'archived': False, 'fork': False, 'html_url': 'https://github.com/ANierbeck/Karaf-Sample', 'stargazers_count': 1, 'forks_count': 2, 'subscribers_count': 2}
enjekt/vernam-cipher-engine: {'archived': False, 'fork': False, 'html_url': 'https://github.com/enjekt/vernam-cipher-engine', 'stargazers_count': 1, 'forks_count': 1, 'subscribers_count': 3}
ANierbeck/CustomKaraf: {'archived': False, 'fork': False, 'html_url': 'https://github.com/ANierbeck/CustomKaraf', 'stargazers_count': 1, 'forks_count': 0, 'subscribers_count': 2}
bradbeck/osgi-groovy: {'archived': False, 'fork': False, 'html_url': 'https://github.com/bradbeck/osgi-groovy', 'stargazers_count': 1, 'forks_count': 0, 'subscribers_count': 2}
soluvas/karaf: {'archived': False, 'fork': False, 'html_url': 'https://github.com/soluvas/karaf', 'stargazers_count': 1, 'forks_count': 0, 'subscribers_count': 1}
alexeyr/labs-paxexam-karaf-bundle-reference-test: {'archived': False, 'fork': False, 'html_url': 'https://github.com/alexeyr/labs-paxexam-karaf-bundle-reference-test', 'stargazers_count': 1, 'forks_count': 0, 'subscribers_count': 2}
louiswins/ddf: {'archived': False, 'fork': False, 'html_url': 'https://github.com/louiswins/ddf', 'stargazers_count': 0, 'forks_count': 13, 'subscribers_count': 1}
jdr0887/GATE: {'archived': False, 'fork': False, 'html_url': 'https://github.com/jdr0887/GATE', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
cooshal/karaf-assembly-jms: {'archived': False, 'fork': False, 'html_url': 'https://github.com/cooshal/karaf-assembly-jms', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
alexejsailer/osgi-karaf-command-integration-test-skeleton: {'archived': False, 'fork': False, 'html_url': 'https://github.com/alexejsailer/osgi-karaf-command-integration-test-skeleton', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
isartcanyameres/extensibleSerialization: {'archived': False, 'fork': False, 'html_url': 'https://github.com/isartcanyameres/extensibleSerialization', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
rkettelerij/tif: {'archived': False, 'fork': False, 'html_url': 'https://github.com/rkettelerij/tif', 'stargazers_count': 0, 'forks_count': 4, 'subscribers_count': 2}
prodageo/EXA6723: {'archived': False, 'fork': False, 'html_url': 'https://github.com/prodageo/EXA6723', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
hnunner/maven-kar-archive: {'archived': False, 'fork': False, 'html_url': 'https://github.com/hnunner/maven-kar-archive', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
bertramn/camel-dynamic-router-zombie: {'archived': False, 'fork': False, 'html_url': 'https://github.com/bertramn/camel-dynamic-router-zombie', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
spalarus/osgi-sodeac-dbschema: {'archived': False, 'fork': False, 'html_url': 'https://github.com/spalarus/osgi-sodeac-dbschema', 'stargazers_count': 0, 'forks_count': 1, 'subscribers_count': 0}
spalarus/osgi-sodeac-streampartitioner: {'archived': False, 'fork': False, 'html_url': 'https://github.com/spalarus/osgi-sodeac-streampartitioner', 'stargazers_count': 0, 'forks_count': 1, 'subscribers_count': 0}
jdr0887/MaPSeq-Distribution: {'archived': False, 'fork': False, 'html_url': 'https://github.com/jdr0887/MaPSeq-Distribution', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
gpe-mw-training/fabric-labs: {'archived': False, 'fork': False, 'html_url': 'https://github.com/gpe-mw-training/fabric-labs', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 5}
pavlukan1982/twitter-training: {'archived': False, 'fork': False, 'html_url': 'https://github.com/pavlukan1982/twitter-training', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
dmwandrus/recipes: {'archived': False, 'fork': False, 'html_url': 'https://github.com/dmwandrus/recipes', 'stargazers_count': 0, 'forks_count': 1, 'subscribers_count': 1}
pmagon/karaf-test: {'archived': False, 'fork': False, 'html_url': 'https://github.com/pmagon/karaf-test', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 3}
lexsoto/jwt-karaf-itest: {'archived': False, 'fork': False, 'html_url': 'https://github.com/lexsoto/jwt-karaf-itest', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
iweiss/jpa-jta-test: {'archived': False, 'fork': False, 'html_url': 'https://github.com/iweiss/jpa-jta-test', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
pentaho-nbaker/karaf: {'archived': False, 'fork': False, 'html_url': 'https://github.com/pentaho-nbaker/karaf', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 0}
fcrepo-exts/fcrepo-camel-tests: {'archived': False, 'fork': False, 'html_url': 'https://github.com/fcrepo-exts/fcrepo-camel-tests', 'stargazers_count': 0, 'forks_count': 3, 'subscribers_count': 13}
cooshal/karaf-flyway: {'archived': False, 'fork': False, 'html_url': 'https://github.com/cooshal/karaf-flyway', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
tranchida/karafmq: {'archived': False, 'fork': False, 'html_url': 'https://github.com/tranchida/karafmq', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}

io.vertx:vertx-web - https://github.com/eclipse-vertx/vert.x.git - 98
apache/pulsar: {'archived': False, 'fork': False, 'html_url': 'https://github.com/apache/pulsar', 'stargazers_count': 13553, 'forks_count': 3515, 'subscribers_count': 403}
politrons/reactive: {'archived': False, 'fork': False, 'html_url': 'https://github.com/politrons/reactive', 'stargazers_count': 314, 'forks_count': 56, 'subscribers_count': 30}
strimzi/strimzi-kafka-bridge: {'archived': False, 'fork': False, 'html_url': 'https://github.com/strimzi/strimzi-kafka-bridge', 'stargazers_count': 254, 'forks_count': 115, 'subscribers_count': 23}
testingisdocumenting/znai: {'archived': False, 'fork': False, 'html_url': 'https://github.com/testingisdocumenting/znai', 'stargazers_count': 228, 'forks_count': 13, 'subscribers_count': 12}
silentbalanceyh/vertx-zero: {'archived': False, 'fork': False, 'html_url': 'https://github.com/silentbalanceyh/vertx-zero', 'stargazers_count': 157, 'forks_count': 1, 'subscribers_count': 6}
zyclonite/nassh-relay: {'archived': False, 'fork': False, 'html_url': 'https://github.com/zyclonite/nassh-relay', 'stargazers_count': 141, 'forks_count': 22, 'subscribers_count': 8}
vert-x3/vertx-hazelcast: {'archived': False, 'fork': False, 'html_url': 'https://github.com/vert-x3/vertx-hazelcast', 'stargazers_count': 74, 'forks_count': 77, 'subscribers_count': 32}
vert-x3/vertx-hazelcast: {'archived': False, 'fork': False, 'html_url': 'https://github.com/vert-x3/vertx-hazelcast', 'stargazers_count': 74, 'forks_count': 77, 'subscribers_count': 32}
tsegismont/vertx-musicstore: {'archived': False, 'fork': False, 'html_url': 'https://github.com/tsegismont/vertx-musicstore', 'stargazers_count': 69, 'forks_count': 27, 'subscribers_count': 9}
prebid/prebid-server-java: {'archived': False, 'fork': False, 'html_url': 'https://github.com/prebid/prebid-server-java', 'stargazers_count': 52, 'forks_count': 148, 'subscribers_count': 18}
cescoffier/vertx-kubernetes-workshop: {'archived': False, 'fork': False, 'html_url': 'https://github.com/cescoffier/vertx-kubernetes-workshop', 'stargazers_count': 41, 'forks_count': 30, 'subscribers_count': 8}
vert-x3/vertx-shell: {'archived': False, 'fork': False, 'html_url': 'https://github.com/vert-x3/vertx-shell', 'stargazers_count': 34, 'forks_count': 19, 'subscribers_count': 29}
dwyanewede/project-learn: {'archived': False, 'fork': False, 'html_url': 'https://github.com/dwyanewede/project-learn', 'stargazers_count': 21, 'forks_count': 29, 'subscribers_count': 2}
yunyu/SpeechDrop: {'archived': False, 'fork': False, 'html_url': 'https://github.com/yunyu/SpeechDrop', 'stargazers_count': 20, 'forks_count': 5, 'subscribers_count': 2}
rc-dukes/dukes: {'archived': False, 'fork': False, 'html_url': 'https://github.com/rc-dukes/dukes', 'stargazers_count': 18, 'forks_count': 2, 'subscribers_count': 7}
wanghongfei/vertx-springboot-demo: {'archived': False, 'fork': False, 'html_url': 'https://github.com/wanghongfei/vertx-springboot-demo', 'stargazers_count': 16, 'forks_count': 4, 'subscribers_count': 3}
MirrenTools/Orion-API-Gateway: {'archived': False, 'fork': False, 'html_url': 'https://github.com/MirrenTools/Orion-API-Gateway', 'stargazers_count': 15, 'forks_count': 4, 'subscribers_count': 3}
kevinbayes/vest: {'archived': True, 'fork': False, 'html_url': 'https://github.com/kevinbayes/vest', 'stargazers_count': 14, 'forks_count': 3, 'subscribers_count': 5}
vert-x3/vertx-health-check: {'archived': False, 'fork': False, 'html_url': 'https://github.com/vert-x3/vertx-health-check', 'stargazers_count': 13, 'forks_count': 19, 'subscribers_count': 22}
takecy/vertx3-api-server: {'archived': False, 'fork': False, 'html_url': 'https://github.com/takecy/vertx3-api-server', 'stargazers_count': 12, 'forks_count': 6, 'subscribers_count': 2}
IABTechLab/uid2-operator: {'archived': False, 'fork': False, 'html_url': 'https://github.com/IABTechLab/uid2-operator', 'stargazers_count': 11, 'forks_count': 15, 'subscribers_count': 13}
Hyperfoil/qDup: {'archived': False, 'fork': False, 'html_url': 'https://github.com/Hyperfoil/qDup', 'stargazers_count': 10, 'forks_count': 11, 'subscribers_count': 6}
IABTechLab/uid2-admin: {'archived': False, 'fork': False, 'html_url': 'https://github.com/IABTechLab/uid2-admin', 'stargazers_count': 9, 'forks_count': 6, 'subscribers_count': 10}
SmartCambridge/tfc_server: {'archived': False, 'fork': False, 'html_url': 'https://github.com/SmartCambridge/tfc_server', 'stargazers_count': 7, 'forks_count': 6, 'subscribers_count': 5}
datakaveri/iudx-file-server: {'archived': False, 'fork': False, 'html_url': 'https://github.com/datakaveri/iudx-file-server', 'stargazers_count': 6, 'forks_count': 14, 'subscribers_count': 3}
sinri/Keel: {'archived': False, 'fork': False, 'html_url': 'https://github.com/sinri/Keel', 'stargazers_count': 5, 'forks_count': 1, 'subscribers_count': 2}
end-of-game/vertx-voting-app: {'archived': False, 'fork': False, 'html_url': 'https://github.com/end-of-game/vertx-voting-app', 'stargazers_count': 5, 'forks_count': 4, 'subscribers_count': 12}
gravitee-io/gravitee-sample-apis: {'archived': False, 'fork': False, 'html_url': 'https://github.com/gravitee-io/gravitee-sample-apis', 'stargazers_count': 4, 'forks_count': 5, 'subscribers_count': 27}
folio-org/mod-inventory-update: {'archived': False, 'fork': False, 'html_url': 'https://github.com/folio-org/mod-inventory-update', 'stargazers_count': 4, 'forks_count': 1, 'subscribers_count': 16}
scx567888/scx: {'archived': False, 'fork': False, 'html_url': 'https://github.com/scx567888/scx', 'stargazers_count': 4, 'forks_count': 2, 'subscribers_count': 1}
IABTechLab/uid2-shared: {'archived': False, 'fork': False, 'html_url': 'https://github.com/IABTechLab/uid2-shared', 'stargazers_count': 4, 'forks_count': 9, 'subscribers_count': 11}
folio-org/mod-circulation: {'archived': False, 'fork': False, 'html_url': 'https://github.com/folio-org/mod-circulation', 'stargazers_count': 4, 'forks_count': 25, 'subscribers_count': 27}
susom/database-goodies: {'archived': False, 'fork': False, 'html_url': 'https://github.com/susom/database-goodies', 'stargazers_count': 4, 'forks_count': 6, 'subscribers_count': 22}
datakaveri/iudx-aaa-server: {'archived': False, 'fork': False, 'html_url': 'https://github.com/datakaveri/iudx-aaa-server', 'stargazers_count': 3, 'forks_count': 20, 'subscribers_count': 6}
folio-org/mod-authtoken: {'archived': False, 'fork': False, 'html_url': 'https://github.com/folio-org/mod-authtoken', 'stargazers_count': 3, 'forks_count': 3, 'subscribers_count': 17}
folio-org/mod-inventory: {'archived': False, 'fork': False, 'html_url': 'https://github.com/folio-org/mod-inventory', 'stargazers_count': 3, 'forks_count': 14, 'subscribers_count': 28}
UCLALibrary/bucketeer: {'archived': False, 'fork': False, 'html_url': 'https://github.com/UCLALibrary/bucketeer', 'stargazers_count': 3, 'forks_count': 1, 'subscribers_count': 5}
lightway82/updater: {'archived': False, 'fork': False, 'html_url': 'https://github.com/lightway82/updater', 'stargazers_count': 3, 'forks_count': 1, 'subscribers_count': 2}
folio-org/mod-data-export: {'archived': False, 'fork': False, 'html_url': 'https://github.com/folio-org/mod-data-export', 'stargazers_count': 2, 'forks_count': 4, 'subscribers_count': 18}
bardiademon/vertx-web-api-test: {'archived': False, 'fork': False, 'html_url': 'https://github.com/bardiademon/vertx-web-api-test', 'stargazers_count': 2, 'forks_count': 0, 'subscribers_count': 1}
folio-org/mod-feesfines: {'archived': False, 'fork': False, 'html_url': 'https://github.com/folio-org/mod-feesfines', 'stargazers_count': 2, 'forks_count': 11, 'subscribers_count': 24}
ucpdh23/Servant: {'archived': False, 'fork': False, 'html_url': 'https://github.com/ucpdh23/Servant', 'stargazers_count': 2, 'forks_count': 0, 'subscribers_count': 3}
folio-org/mod-invoice: {'archived': False, 'fork': False, 'html_url': 'https://github.com/folio-org/mod-invoice', 'stargazers_count': 2, 'forks_count': 5, 'subscribers_count': 20}
swisspost/vertx-rest-mirror: {'archived': False, 'fork': False, 'html_url': 'https://github.com/swisspost/vertx-rest-mirror', 'stargazers_count': 2, 'forks_count': 6, 'subscribers_count': 10}
ksclarke/jiiify: {'archived': False, 'fork': False, 'html_url': 'https://github.com/ksclarke/jiiify', 'stargazers_count': 2, 'forks_count': 1, 'subscribers_count': 4}
folio-org/mod-user-import: {'archived': False, 'fork': False, 'html_url': 'https://github.com/folio-org/mod-user-import', 'stargazers_count': 2, 'forks_count': 3, 'subscribers_count': 28}
radanalyticsio/tutorial-sparkpi-java-vertx: {'archived': True, 'fork': False, 'html_url': 'https://github.com/radanalyticsio/tutorial-sparkpi-java-vertx', 'stargazers_count': 2, 'forks_count': 5, 'subscribers_count': 2}
folio-org/edge-orders: {'archived': False, 'fork': False, 'html_url': 'https://github.com/folio-org/edge-orders', 'stargazers_count': 1, 'forks_count': 3, 'subscribers_count': 15}
SaschaMoellering/ingestion-service: {'archived': False, 'fork': False, 'html_url': 'https://github.com/SaschaMoellering/ingestion-service', 'stargazers_count': 1, 'forks_count': 1, 'subscribers_count': 2}
vert-x3/vertx-perf: {'archived': False, 'fork': False, 'html_url': 'https://github.com/vert-x3/vertx-perf', 'stargazers_count': 1, 'forks_count': 7, 'subscribers_count': 2}
folio-org/mod-finance: {'archived': False, 'fork': False, 'html_url': 'https://github.com/folio-org/mod-finance', 'stargazers_count': 1, 'forks_count': 2, 'subscribers_count': 17}
folio-org/mod-users: {'archived': False, 'fork': False, 'html_url': 'https://github.com/folio-org/mod-users', 'stargazers_count': 1, 'forks_count': 13, 'subscribers_count': 30}
folio-org/edge-patron: {'archived': False, 'fork': False, 'html_url': 'https://github.com/folio-org/edge-patron', 'stargazers_count': 1, 'forks_count': 2, 'subscribers_count': 21}
rpau/apiman: {'archived': False, 'fork': True, 'html_url': 'https://github.com/rpau/apiman', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
open-github/pulsar: {'archived': False, 'fork': True, 'html_url': 'https://github.com/open-github/pulsar', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 0}
mc0107/zkconfigserver: {'archived': False, 'fork': False, 'html_url': 'https://github.com/mc0107/zkconfigserver', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 0}
wan199461/bobo: {'archived': False, 'fork': False, 'html_url': 'https://github.com/wan199461/bobo', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 0}
coolcfxp/riceauth: {'archived': False, 'fork': False, 'html_url': 'https://github.com/coolcfxp/riceauth', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
peijie1662/itos: {'archived': False, 'fork': False, 'html_url': 'https://github.com/peijie1662/itos', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
scottie1996/BindProject2: {'archived': False, 'fork': False, 'html_url': 'https://github.com/scottie1996/BindProject2', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
SLiGe/JavaBase: {'archived': False, 'fork': False, 'html_url': 'https://github.com/SLiGe/JavaBase', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
allsmallpig/FluxDemo: {'archived': False, 'fork': False, 'html_url': 'https://github.com/allsmallpig/FluxDemo', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
folio-org/mod-patron-blocks: {'archived': False, 'fork': False, 'html_url': 'https://github.com/folio-org/mod-patron-blocks', 'stargazers_count': 0, 'forks_count': 2, 'subscribers_count': 27}
folio-org/folio-holdingsiq-client: {'archived': False, 'fork': False, 'html_url': 'https://github.com/folio-org/folio-holdingsiq-client', 'stargazers_count': 0, 'forks_count': 1, 'subscribers_count': 15}
UCLALibrary/hauth: {'archived': False, 'fork': False, 'html_url': 'https://github.com/UCLALibrary/hauth', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 8}
lhh1171/learn_pulsar: {'archived': False, 'fork': False, 'html_url': 'https://github.com/lhh1171/learn_pulsar', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
leolux/vertx-web-124: {'archived': False, 'fork': False, 'html_url': 'https://github.com/leolux/vertx-web-124', 'stargazers_count': 0, 'forks_count': 1, 'subscribers_count': 2}
filip26/iron-vc-api: {'archived': False, 'fork': False, 'html_url': 'https://github.com/filip26/iron-vc-api', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
Jotschi/mongodb-test: {'archived': False, 'fork': False, 'html_url': 'https://github.com/Jotschi/mongodb-test', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
Antony-Jia/VertXTest: {'archived': False, 'fork': False, 'html_url': 'https://github.com/Antony-Jia/VertXTest', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
folio-org/mod-eusage-reports: {'archived': False, 'fork': False, 'html_url': 'https://github.com/folio-org/mod-eusage-reports', 'stargazers_count': 0, 'forks_count': 2, 'subscribers_count': 13}
frjufvjn/ws-load-runner: {'archived': False, 'fork': False, 'html_url': 'https://github.com/frjufvjn/ws-load-runner', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
BuiVuong0105/vertx: {'archived': False, 'fork': False, 'html_url': 'https://github.com/BuiVuong0105/vertx', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
ravi013/moniter-service: {'archived': False, 'fork': False, 'html_url': 'https://github.com/ravi013/moniter-service', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
dimkov41/Vert.x-Wiki: {'archived': False, 'fork': False, 'html_url': 'https://github.com/dimkov41/Vert.x-Wiki', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
